Country Code,Country Name,Year,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Child employment in agriculture, male (% of male economically active children ages 7-14)","Child employment in manufacturing, female (% of female economically active children ages 7-14)","Child employment in manufacturing, male (% of male economically active children ages 7-14)","Child employment in services, female (% of female economically active children ages 7-14)","Child employment in services, male (% of male economically active children ages 7-14)","Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Contraceptive prevalence, any methods (% of women ages 15-49)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Female headed households (% of households with a female head),"Fertility rate, total (births per woman)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Wanted fertility rate (births per woman)
COD,"Congo, Dem. Rep.",1989,130.5442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.733,0,0,50.206,47.338,335.23,389.147,0,0,0,0,45.06293,39.48549,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",1997,124.106,0,0,0,0,0,0,0,0,0,0,0,0,24.6079998,10.46500015,3.075000048,5.769000053,90.4940033,82.89099884,9.088000298,2.881999969,8.020000458,68.40399933,70.90100098,46.73500061,38.08300018,0,6.774,71.43399811,73.11699677,50.496,47.623,334.059,388.101,0,0,63.98699951,62.71699905,45.23725,39.63752,0,4.242000103,3.029999971,7.631000042,6.583000183,60.91100121,56.94800186,36.01300049,37.28300095,0
DJI,Djibouti,1994,41.8272,0,0,0,0,0,0,0,0,0,0,0,0,26.37800026,6.644000053,1.378000021,3.164000034,29.45400047,34.47100067,16.36199951,39.57099915,49.19100189,42.41400147,74.38700104,50.06399918,58.61700058,0,5.546,46.09400177,79.25499725,58.738,55.43,270.823,329.237,0,0,45.68600082,47.38899994,56.65271,50.07979,0,7.981999874,6.140999794,11.93299961,10.87300015,44.30700111,44.22400188,54.31399918,52.61100006,0
ETH,Ethiopia,2009,79.919,0,0,0,0,0,0,0,0,0,0,0,0,62.15999985,34.48699951,0.130999997,0.611999989,73.64700317,82.95500183,5.5,19.12400055,11.54500008,71.69000244,87.59300232,67.60800171,78.19799805,0,5.057,77.79799652,90.22100067,62.273,59.05,256.968,302.642,0,0,93.30500031,89.83200073,61.46282,55.35258,0,7.850999832,2.913000107,10.47500038,4.584000111,93.17399979,89.22100067,6.695000172,10.16800022,0
GHA,Ghana,1985,122.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.131,0,0,55.214,53.058,279.609,329.775,0,0,0,0,53.3001,47.57954,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,1994,177.9278,0,0,0,0,0,49.5,47.2,1,1.7,99,98.3,0,41.92200089,23.73399925,0.908999979,1.414000034,74.90799713,67.42299652,8.897999763,23.2840004,23.67900085,60.58000183,64.97399902,50.02000046,40.25500107,0,6.444,62.75099945,68.78500366,52.172,51.031,269.853,295.743,0,0,97.19100189,87.89499664,50.25121,47.04953,0,3.460000038,5.539999962,4.596000195,6.734000206,96.2820015,86.47999764,2.809000015,12.10499954,0
GMB,"Gambia, The",1987,179.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.164,0,0,52.43,49.848,295.178,350.521,0,0,0,0,49.71075,43.50927,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,1981,198.3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.973,0,0,48.352,44.656,316.162,385.318,0,0,0,0,44.57557,37.12073,0,0,0,0,0,0,0,0,0,0
LSO,Lesotho,1961,82.5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.829,0,0,48.708,45.344,370.751,436.775,0,0,0,0,41.74571,34.7496,0,0,0,0,0,0,0,0,0,0
LSO,Lesotho,1999,92.2484,0,0,0,0,0,0,0,0,0,0,0,0,8.522000313,6.603000164,0.518999994,0.731999993,65.16699982,78.35500336,8.946000099,25.06599999,12.69900036,46.07699966,63.11700058,33.2159996,52.45700073,0,4.2,68.98100281,80.33599854,51.159,48.586,508.668,555.227,0,0,59.25699997,69.03700256,37.76762,32.11459,0,33.20299912,21.43499947,43.73600006,25.98200035,58.73700047,68.30499983,40.74300003,30.96299934,0
MDG,Madagascar,1995,152.7538,0,0,0,0,0,0,0,0,0,0,0,0,53.31000137,28.79500008,2.075999975,2.596999884,79.79799652,76.59799957,6.138999939,15.72900009,17.26300049,78.98699951,83.98899841,66.80200195,67.92299652,0,5.979,84.09600067,88.93699646,55.914,53.376,286.966,327.447,0,0,87.56800079,81.23500061,52.98415,48.12294,0,6.074999809,5.563000202,9.829999924,9.598999977,85.49200058,78.63799858,12.43200016,18.76499939,0
MUS,Mauritius,1972,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.575,0,0,66.277,60.738,177.892,256.129,0,0,0,0,67.82575,55.6892,0,0,0,0,0,0,0,0,0,0
RWA,Rwanda,2008,38.5352,86.18,0,1.25,11.75,9.45,7,8,0,0,0,0,36.4,13.31400013,6.27699995,0.26699999,0.555000007,89.66999817,73.96399689,8.269000053,9.022999763,17.76600075,83.29399872,85.45500183,75.88500214,76.46900177,31.4,4.774,85.78399658,87.2440033,62.056,59.006,249.843,294.993,0,0,88.19300079,75.99500275,61.8003,55.84286,5.7,2.903000116,2.051000118,3.688999891,2.559999943,87.92500019,75.44000197,11.80700016,24.00499916,3.7
SDN,Sudan,1996,110.3008,0,0,0,0,0,0,0,0,0,0,0,0,28.61599922,11.41399956,1.703999996,4.434999943,52.09500122,63.51300049,14.35099983,14.13300037,22.13999939,21.15399933,68.02400208,15.28800011,35.47100067,0,5.758,28.51199913,75.06600189,58.791,55.349,259.855,325.167,0,0,55.06399918,53.72600174,57.6364,50.22764,0,25.80400085,9.380999565,42.43099976,21.14100075,53.3599987,49.29099846,44.93600082,46.27399826,0
SLE,Sierra Leone,1994,173.1372,0,0,0,0,0,0,0,0,0,0,0,0,24.6779995,16.70800018,0.902999997,1.230000019,65.48500061,65.51399994,10.85499954,33.60800171,23.62999916,62.23799896,62.73400116,44.61199951,33.53300095,0,6.645,63.66899872,65.71099854,36.462,34.977,539.747,578.717,0,0,96.5510025,89.23100281,23.97512,20.98448,0,2.246000051,4.53000021,3.437999964,7.195000172,95.64800072,88.0019989,3.448999882,10.76900005,0
SSA,Sub-Saharan Africa (excluding high income),1981,150.1659153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.741989495,0,0,50.16669105,46.94381315,335.5770323,398.3119417,0,0,0,0,45.14381612,38.46304082,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,1963,153.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.182,269.138,0,0,0,0,67.28608,56.96649,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,2010,135.9608,0,0,0,0,0,0,0,0,0,0,0,0,18.90099907,13.00899983,2.015000105,3.305000067,75.36399841,67.34100342,9.213000298,19.96999931,23.44599915,62.70500183,73.53800201,48.81900024,55.25400162,0,6.154,65.87599945,76.02899933,58.899,55.343,317.72,392.725,0,0,85.65299988,74.68699646,54.74118,46.55852,0,4.81400013,3.276000023,6.684999943,5.333000183,83.63799858,71.38200092,14.34700012,25.31299973,0
ZWE,Zimbabwe,2005,112.846,0,0,0,0,0,0,0,0,0,0,0,0,9.12100029,7.44299984,0.626999974,0.987999976,80.21900177,65.33200073,15.76000023,15.00899983,18.90800095,73.4449997,84.3710022,63.09000015,74.36100006,0,3.985,77.08499908,88.16200256,46.389,44.089,641.954,698.604,0,0,82.52500153,59.55400085,27.86874,22.2714,0,4.72300005,4.300000191,8.220000267,6.888000011,81.89800072,58.56700039,17.47500038,40.44599915,0
AGO,Angola,1979,225.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54,0,0,42.039,38.659,417.826,482.993,0,0,0,0,33.83596,27.82683,0,0,0,0,0,0,0,0,0,0
BFA,Burkina Faso,2005,132.6314,0,0,0,0,0,0,0,0,0,0,0,0,49.99200058,31.12700081,0.247999996,0.75999999,84.19000244,80.28900147,6.058000088,11.90200043,13.65299988,59.73500061,83.56600189,55.18799973,72.23400116,0,6.265,62.43500137,86.82099915,54.04,52.436,285.958,325.715,0,0,92.43099976,88.48400116,51.98141,47.43046,0,4.322999954,3.749000072,6.376999855,5.43900013,92.18300247,87.72400093,7.568999767,11.51599979,0
BWA,Botswana,1994,79.053,0,0,0,0,0,0,0,0,0,0,0,0,6.770999908,1.375,1.248999953,2.115999937,11.27499962,19.99600029,29.39699936,68.33100128,50.60699844,37.28699875,60.76100159,23.63199997,33.30099869,0,4.064,48.46900177,75.88800049,59.889,54.469,343.872,458.625,0,0,35.08300018,32.81800079,54.00905,41.57004,0,23.0699997,19.93300057,41.13800049,35.32899857,33.83399963,30.70199966,64.91699982,67.18199921,0
CIV,Cote d'Ivoire,2013,135.411,0,0,0,0,0,0,0,0,0,0,0,0,18.67399979,7.989999771,0.94599998,2.171999931,43.55699921,54.45899963,7.190000057,53.15999985,38.35100174,46.2840004,67.6760025,30.57699966,41.74499893,0,5.101,48.05500031,69.2480011,53.442,50.658,389.765,425.524,28.59000015,19.57999992,87.38300324,69.50099945,44.92153,40.49154,0,3.684000015,2.269999981,5.434999943,2.996999979,86.43700028,67.32900047,12.61699963,30.49900055,0
DJI,Djibouti,1977,53.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.685,0,0,54.066,50.983,299.135,352.935,0,0,0,0,50.56065,44.61035,0,0,0,0,0,0,0,0,0,0
ETH,Ethiopia,2002,105.208,0,0,0,0,0,0,0,0,0,0,0,0,72.46700287,36.83300018,0.38499999,1.23300004,79.71800232,86.91899872,3.563999891,14.28299999,9.517000198,67.04799652,87.08300018,64.3030014,78.23799896,0,6.216,75.14399719,90.59100342,54.717,52.026,366.284,404.222,0,0,94.09999847,90.75099945,48.44085,43.55001,0,10.77400017,3.872999907,14.28299999,5.946000099,93.71400261,89.51900101,5.900000095,9.248999596,0
GIN,Guinea,1969,184.6676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.205,0,0,37.583,35.293,446.935,507.067,0,0,0,0,29.03606,24.25166,0,0,0,0,0,0,0,0,0,0
LSO,Lesotho,1983,77.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.436,0,0,57.063,53.665,284.62,343.032,0,0,0,0,54.08754,46.71183,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,2013,150.0454,0,0,0,0,0,0,0,0,0,0,0,0,51.47600174,10.01399994,1.075999975,6.162000179,85.79199982,62.45299912,8.562999725,13.85099983,28.9829998,62.24599838,59.32099915,45.85300064,39.90000153,0,5.421,82.93800354,75.29599762,58.496,54.364,320.769,392.585,0,0,96.33100128,80.98699951,54.25202,46.03517,0,24.94799995,21.2159996,39.02799988,40.56100082,95.25500107,74.82499695,3.66899991,19.01300049,0
MRT,Mauritania,1994,105.2718,0,0,0,0,0,0,0,0,0,0,0,0,7.084000111,4.616000175,1.33099997,3.191999912,87.70400238,77.3690033,9.005999565,8.024000168,13.6239996,25.6439991,68.09300232,24.68400002,50.26300049,0,5.825,29.9449997,75.0510025,60.628,57.789,213.655,261.801,0,0,65.86599731,53.89599991,62.14787,55.54994,0,14.36200047,9.270999908,22.44400024,15.32999992,64.53500032,50.70400143,34.13399887,46.10400009,0
MUS,Mauritius,2003,36.1596,0,0,0,0,0,0,0,0,0,0,0,0,5.028999805,0.828999996,0.98299998,3.98300004,8.512999535,11.60499954,35.39799881,56.99399948,52.99700165,35.58599854,73.90699768,26.56599999,47.41699982,0,1.87,40.20299912,78.3690033,75.63666667,68.77333333,110.82,219.138,0,0,15.16300011,22.20599937,80.52897,66.91133,0,11.48499966,5.69299984,25.29100037,18.38599968,14.17999983,18.2229991,84.83699799,77.79399872,0
SOM,Somalia,2016,102.189,0,0,0,0,0,0,0,0,0,0,0,0,0.552999973,1.355000019,0.414000005,1.753999949,91.91000366,84.8010025,8.104999542,2.819999933,7.092999935,17.34199905,69.91799927,11.81799984,45.9070015,0,6.267,18.60199928,74.2480011,57.991,54.669,276.099,332.142,0,0,87.9240036,70.16400147,55.81911,49.30514,0,6.774000168,5.831999779,11.96800041,10.79199982,87.51100016,68.41000032,12.07600021,29.83600044,0
UGA,Uganda,1968,182.1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.117,0,0,49.806,46.755,338.156,393.811,0,0,0,0,44.61055,38.80969,0,0,0,0,0,0,0,0,0,0
BFA,Burkina Faso,1984,156.3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.159,0,0,50.106,47.799,288.106,346.24,0,0,0,0,47.36879,41.51,0,0,0,0,0,0,0,0,0,0
CMR,Cameroon,2002,149.984,0,0,0,0,0,0,0,0,0,0,0,0,27.23600006,9.598999977,1.156999946,2.190000057,69.01999664,62.83599854,11.50899983,23.32799912,25.65500069,66.13500214,76.15799713,49.01800156,55.78099823,0,5.475,70.48100281,82.04299927,51.924,50.182,397.911,422.405,0,0,91.00900269,69.10900116,44.33355,40.95814,0,6.166999817,7.172999859,10.73099995,12.87800026,89.85300064,66.91999912,8.991000175,30.89100075,0
COD,"Congo, Dem. Rep.",1979,142.0662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.506,0,0,47.479,44.64,359.529,414.115,0,0,0,0,41.4827,36.06634,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,2011,147.7742,0,0,0,0,0,0,0,0,0,0,0,0,46.2820015,29.12899971,1.25999999,2.145999908,73.85099793,65.65599823,9.944000244,24.19799995,24.39999962,60.68000031,62.79499817,48.54899979,37.9109993,0,5.256,62.86800003,66.48100281,57.947,56.607,272.6,300.2,0,0,97.48200226,87.68299866,56.12746,52.5006,0,3.479000092,5.544000149,4.613999844,6.734000206,96.22200012,85.53700066,2.517999887,12.31700039,0
GNB,Guinea-Bissau,2012,98.098,0,0,0,0,0,0,0,0,0,0,0,0,1.769999981,2.188999891,0.809000015,2.517999887,90.32800293,79.1269989,8.937999725,5.228000164,11.93500042,60.55699921,73.52700043,43.56600189,46.97299957,0,4.923,64.96900177,78.05500031,57.468,54.129,255.201,308.493,0,0,78.24199677,59.02999878,56.68853,49.65722,0,6.789999962,5.801000118,11.92500019,10.87300015,77.433002,56.51200175,21.75799942,40.97000122,0
MUS,Mauritius,1981,47.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.532,0,0,71.444,63.563,143.685,281.534,0,0,0,0,75.60232,57.36332,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,2002,81.72,0,0,0,0,0,0,0,0,0,0,0,0,6.170000076,3.631999969,4.513999939,6.979000092,27.84399986,35.21099854,17.58699989,64.03399658,47.20199966,38.48199844,52.67599869,14.86299992,21.05999947,0,3.844,50.25099945,64.62000275,56.271,51.993,466.299,522.935,0,0,32.89400101,24.60099983,44.0192,36.17205,0,23.42000008,18.4829998,47.43899918,36.92399979,28.37999916,17.62100029,67.10600281,75.39900208,0
SSA,Sub-Saharan Africa (excluding high income),2000,128.3720614,0,0,0,0,0,0,0,0,0,0,0,22.08996652,30.89911693,15.78279247,1.753434789,3.067093121,67.32974208,64.17069758,11.28884476,25.22094545,24.54069907,54.9090537,69.86748581,41.55891858,47.5502911,0,5.770317489,60.92123592,75.21911561,52.04746931,49.07396851,374.4652545,432.1907315,0,0,82.40118252,72.38249046,45.60522882,39.19530643,0,9.868781812,7.114539814,17.83864813,13.83187002,80.64797655,69.31541015,17.59879694,27.61751013,4.316748771
SSA,Sub-Saharan Africa (excluding high income),1996,133.2319058,0,0,0,0,0,0,0,0,0,0,0,0,26.98767423,15.12164299,1.497072355,2.74506931,69.19934738,65.0597838,11.00203778,23.55287806,23.93833831,54.88554642,70.72207435,41.96320066,48.43648498,0,5.97064237,60.58148747,75.80683306,51.67384917,48.33088373,358.9599883,424.3169948,0,0,82.88545753,72.96347119,45.81803769,38.81723979,0,9.402359194,6.707686608,17.4457329,13.31182172,81.38830911,70.21844786,17.11454236,27.03667346,0
SSF,Sub-Saharan Africa,1999,129.611772,0,0,0,0,0,0,0,0,0,0,0,0,28.78513057,15.3384826,1.643622352,2.91801145,68.26216861,64.6909648,10.99087391,24.61070203,24.31788414,54.54670672,69.9536222,41.29364693,47.61438392,0,5.819322387,60.79237337,75.35270646,51.86204351,48.80138735,371.3301371,431.0346996,0,0,82.81714568,72.44201009,45.5747507,39.01512847,0,10.27345887,7.164872879,18.71796854,14.08688069,81.17352195,69.52391431,17.18285514,27.55798915,0
STP,Sao Tome and Principe,1992,124.339,0,0,0,0,0,0,0,0,0,0,0,0,9.701999664,4.748000145,1.773000002,1.968000054,34.33000183,42.41199875,19.91300011,63.07300186,37.67499924,29.57699966,65.63899994,19.06399918,47.0890007,0,5.71,36.04800034,75.0530014,63.96,60.319,205.908,259.111,0,0,64.76100159,50.90499878,65.43962,58.58057,0,17.94899941,12.54300022,24.84199905,19.30999947,62.98799896,48.93699932,35.23899841,49.09500122,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1968,152.0099804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.722203854,0,0,45.13963829,42.26342861,385.3169499,443.4438746,0,0,0,0,38.29023847,32.66114056,0,0,0,0,0,0,0,0,0,0
BFA,Burkina Faso,1988,149.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.064,0,0,50.601,48.379,291.052,347.923,0,0,0,0,47.78803,41.98823,0,0,0,0,0,0,0,0,0,0
CAF,Central African Republic,2007,116.6,0,0,0,0,0,0,0,0,0,0,0,0,1.281999946,2.194999933,0.547999978,2.039000034,91.45200348,82.06300354,8.571000099,3.538000107,9.366000175,59.73400116,74.52700043,43.78300095,47.6570015,0,5.322,64.14299774,79.06400299,46.893,44.225,496.99,513.851,0,0,83.63700104,66.83899689,35.0915,31.459,0,6.873000145,5.737999916,12.08899975,10.87100029,83.08899915,64.79999948,16.36300087,33.1609993,0
CMR,Cameroon,1998,159.5584,0,0,0,0,0,0,0,0,0,0,0,19.3,23.34600067,8.765000343,1.00999999,1.929999948,71.01200104,64.48300171,11.20600033,21.56699944,24.30999947,66.14600372,75.79100037,50.09799957,55.76599884,22.4,5.718,70.79399872,83.22899628,50.449,48.623,395.723,428.301,0,0,91.73899841,70.63899994,42.9006,39.168,31.2,6.565999985,8.937999725,11.3920002,15.99300003,90.72900391,68.70900059,8.26099968,29.36100006,4.3
ERI,Eritrea,1963,118.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.806,0,0,41.796,38.769,418.245,478.969,0,0,0,0,33.789,28.2868,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,1999,152.1582,0,0,0,0,0,0,0,0,0,0,0,0,7.328999996,2.474999905,0.486000001,1.59800005,61.38800049,30.07900047,16.0890007,35.93600082,53.83100128,29.3390007,48.96500015,10.03100014,18.69799995,0,4.625,36.45000076,58.14300156,60.564,58.436,298.217,319.583,0,0,69.04399872,37.31499863,57.40694,53.81048,0,19.50900078,15.78600025,44.36399841,34.3199997,68.55800009,35.71700048,30.95599937,62.68500137,0
GAB,Gabon,2004,132.5734,0,0,0,0,0,0,0,0,0,0,0,0,1.764000058,0.76700002,1.511000037,3.286999941,62.54800034,31.09799957,17.49500084,34.44900131,51.40399933,29.0529995,49.67100143,9.145000458,18.09000015,0,4.274,37.52099991,57.39300156,60.082,58.875,319.258,319.514,0,0,42.26900101,31.38999939,56.29845,54.51558,0,22.56800079,13.45600033,45.7480011,29.09799957,40.75799954,28.10399991,57.73099899,68.61000061,0
GNB,Guinea-Bissau,1976,109.0606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.192,0,0,45.372,42.414,357.578,422.047,0,0,0,0,39.99058,33.59323,0,0,0,0,0,0,0,0,0,0
GNQ,Equatorial Guinea,1997,189.407,0,0,0,0,0,0,0,0,0,0,0,0,12.13300037,9.911999702,0.005,0.147,82.51599884,72.11499786,11.71399975,11.72099972,16.17099953,47.44800186,63.61899948,26.27599907,34.11100006,0,5.941,50.85200119,67.06800079,53.089,50.032,309.992,362.486,0,0,40.35100174,54.08300018,49.32282,43.47979,0,6.693999767,5.142000198,13.50699997,10.85700035,40.34599972,53.93599796,59.64899826,45.91699982,0
GNQ,Equatorial Guinea,2009,171.4638,0,0,0,0,0,0,0,0,0,0,0,0,15.58899975,6.077000141,1.598999977,4.532000065,59.79199982,44.04499817,16.79000092,36.34799957,39.16600037,51.73699951,57.35100174,25.81299973,30.71199989,0,5.288,55.12200165,60.54700089,56.909,54.324,311.913,352.395,0,0,44.40999985,35.95399857,53.15798,48.09423,0,6.139999866,5.277999878,12.00300026,10.87199974,42.81000042,31.42199945,55.59000015,64.04599762,0
MLI,Mali,1994,194.1818,0,0,0,0,0,0,0,0,0,0,0,0,42.48099899,33.36000061,0.216999993,1.02699995,37.56100082,56.72600174,14.52299976,48.69400024,28.75099945,34.07600021,64.83200073,29.1760006,47.14799881,0,7.094,35.38299942,66.66500092,47.291,45.754,323.152,344.566,0,0,95.39499664,88.81500244,43.22738,40.46644,0,3.694000006,2.75,5.428999901,4.375999928,95.17799759,87.78800201,4.605000019,11.18500042,0
MOZ,Mozambique,1997,189.014,0,0,0,0,0,0,0,0,0,0,0,5.6,46.3370018,10.78899956,0.781000018,4.710000038,91.86699677,73.02700043,6.370999813,7.796999931,20.60199928,65.64900208,64.45800018,50.28900147,40.83000183,26.8,5.882,86.92500305,80.3239975,48.463,44.922,388.943,457.497,0,0,97.61799622,87.38700104,41.62817,34.80615,40,24.47599983,19.75300026,38.04299927,39.32600021,96.83800125,82.6779995,2.381999969,12.61299992,4.7
MWI,Malawi,2009,150.2738,0,0,0,0,0,0,0,0,0,0,0,0,8.623000145,6.151000023,0.675000012,1.432000041,89.11000061,80.54299927,10.44400024,3.298000097,9.012000084,66.96099854,77.08799744,55.23300171,57.92300034,0,5.467,73.33799744,81.44200134,57.692,53.691,369.652,475.53,0,0,68.44200134,58.22399902,52.19985,41.29595,0,8.696000099,5.346000195,10.5340004,7.834000111,67.76700115,56.79199886,31.55800057,41.77600098,0
RWA,Rwanda,1971,74.9008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.252,0,0,46.032,42.777,374.647,434.559,0,0,0,0,39.3756,33.45299,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1968,64.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.782,0,0,57.429,52.9,285.831,361.774,0,0,0,0,54.02538,44.49021,0,0,0,0,0,0,0,0,0,0
ZWE,Zimbabwe,1996,110.3032,0,0,0,0,0,0,0,0,0,0,0,0,13.94799995,13.06799984,0.225999996,0.615999997,70.3809967,51.78099823,18.9470005,24.68700028,29.27199936,64.82099915,74.11699677,47.19200134,48.73600006,0,4.327,67.51599884,80.28299713,52.076,46.776,545.72,662.142,0,0,78.51699829,44.81499863,36.27982,25.48572,0,3.990999937,7.679999828,9.199000359,17.2670002,78.29100227,44.19900036,21.4829998,55.18500137,0
TCD,Chad,2001,211.069,0,0,0,0,0,0,0,0,0,0,0,0,55.58000183,16.12100029,0.082999997,0.280999988,90.84899902,82.72799683,8.472000122,3.565999985,8.800000191,60.125,76.88500214,52.1570015,53.96099854,0,7.315,64.51799774,80.72200012,48.584,46.626,391.018,429.014,0,0,98.82099915,90.10800171,41.60022,37.4437,0,6.809000015,4.754000187,11.15499973,9.302000046,98.73800278,89.82700157,1.17900002,9.892000198,0
BDI,Burundi,1977,49.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,47.755,44.509,355.365,413.407,0,0,0,0,42.06296,36.11654,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1985,49.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.485,0,0,50.609,47.056,332.705,392.578,0,0,0,0,45.43143,38.97331,0,0,0,0,0,0,0,0,0,0
BFA,Burkina Faso,1996,143.05,0,0,0,0,0,0,0,0,0,0,0,0,53.53900147,34.40200043,0.231999993,0.694999993,90.05200195,86.8789978,3.86500001,7.034999847,9.255000114,70.0059967,87.36799622,66.33599854,78.66799927,0,6.801,71.98799896,89.49900055,50.887,48.083,301.572,371.516,0,0,93.31199646,90.52999878,47.81106,40.80585,0,2.753000021,2.381000042,4.073999882,3.431999922,93.08000183,89.83399963,6.688000202,9.470000267,0
DJI,Djibouti,1993,43.6466,0,0,0,0,0,0,0,0,0,0,0,0,27.56200028,6.881000042,1.722000003,3.631999969,29.37599945,34.08499908,16.66699982,38.97499847,49.27199936,42.37799835,74.87599945,50.98699951,59.9109993,0,5.721,46.0719986,79.80899811,58.68,55.407,266.521,324.504,0,0,46.82799912,47.51300049,56.84296,50.30359,0,8.017999649,6.181000233,11.89299965,10.87300015,45.1060009,43.88100004,53.17200089,52.48699951,0
